Unnamed: 0,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics
4333,1mJ8RePYsM8u8ENGjdi8Ht,Chai Tea,audrey,21,6VEreQrml5Qn2GiyA6WE4j,Chai Tea,2019-11-23,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.806,0.353,0,-12.134,1,0.0366,0.845,0.000193,0.137,0.0391,98.024,263155,"[Verse 1]
I really like the song that’s playing
(Mmmh)
Do you know who it’s by?
Oh, I haven’t heard that thing before
Let’s look them up later tonight

[Verse 2]
You smiled that smile and said
“I’m glad we have the same taste”
I said “I know right
If you didn't we might not be a thing”

[Chorus]
I love sipping chai tea
With you across from me
I love hearing your voice talking ‘bout nothing
This is heaven
Autumn season
My favourite time of year
And it’s crystal clear
I love you

[Post-Chorus]
Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip chai tea

Mmmh
Mmmh
Mmmh

[Verse 3]
And now you say emotions are hard for you
But I can see them real flags in your eyes, in you eyes
So a sad song makes you blue
But then I kiss you
It changes the mood
You say “Well with you, it’s easy” (Easy)
You’re my comfort, a real life fantasy

[Chorus]
I love sipping chai tea (Sipping chai tea)
With you across from me (You across from me)
I love hearing your voice talking ‘bout nothing (Talking ‘bout nothing)
This is heaven
Autumn season
My favourite time of year
And it’s crystal clear
I love you

[Chorus]
Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip chai tea

Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip

[Bridge]
So let’s go get some chai (Go get chai tea)
And forget all of our worries (All of our worries)
You know that together everything’s better
And I just want your company
So let’s go get some chai tea

Mmmh, oh whoa
Oh, I love you

[Outro]
Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip,sip chai tea


Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip chai tea

Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip chai tea

Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip chai tea

Mmmh
Mmmh
Mmmh
Sip, sip, sip, sip, sip, sip, sip chai tea

Mmmh
Mmmh
Mmmh"
14251,4c9WmjVlQMr0s1IjbYO52Z,My Number,Foals,70,0PIR7PK8DMB4pgoxq7F9Ad,Holy Fire,2013-02-11,Permanent Wave,5glAD13obyL0G9SH9ukBz2,rock,permanent wave,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533,"[Chorus]
You don't have my number
But we don't need each other now
We don't need the city
The creed or the culture now

[Post-Chorus]
'Cause I feel, well, I feel alive
I feel, well, I feel alive
I feel the streets are not pulling me down

[Verse 1]
So people of the city
I don't need your counsel now
And I don't need your good advice
'Cause you don't have my lover's touch

[Chorus]
You don't have my number
But we don't need each other now
The creed or the culture
We can move beyond it now

[Verse 2]
Now the wolf is knocking at my door
Bang-bang, it asks for more
Stand here, we stand tall
We can move beyond these walls

[Verse 3]
And I don't need your counsel
And I don't need these city streets
And I don't need that good advice
'Cause we can move beyond it now

[Chorus]
You don't have my number
We don't need each other now
The creed or the culture
You don't have my lover's touch

[Post-Chorus]
'Cause I feel, well, I feel alive
I feel, well, I feel alive
I feel the streets are not far from here

[Bridge]
Can you even hear me?
Do you even know my name?
Can you see the ocean there?
You don't have my lover's touch
You don't have my number
You don't have my number
I wonder, can you hear me?
And are you even listening now?

[Chorus]
'Cause you don't have my number
And we don't need each other now
And you can't steal my thunder
'Cause you don't have my lover's touch
You don't have my number
And I don't need no one now
And I don't need these city streets
The creed or the culture now

[Outro]
Now
Now"
4364,4PMLEEYw4mblYsPlDSHKyu,Get Stüpid,bülow,67,1RAujeeZfUbofVGJUJ0qb8,Crystalline,2019-04-05,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800,"[Verse 1]
I'm in a, a sea of people, wonderin' if the floor might cave in
I can feel the subs shakin' the apa-artment
Friends of friends are callin' friends who weren't invi-ited
Half the room is brain-dead on some fuckin' island

[Pre-Chorus]
BYOB, bring your own booze
DIY bongs in the bathroom
She shotgun kissin' the frat boy in the bathtub
He bad news

[Chorus]
I wanna get stupid, I wanna get dumb
Lose my inhibitions, dizzy from the drugs
I wanna get stupid, I wanna get dumb
Lose my inhibitions, but I don't trust no one
I don't trust no one

[Verse 2]
Broke a window, taped it up and hid the evidence
Think I'm gonna get evicted from my residence
Dropped my phone into the toilet and it's evident
I'm out of my element, I'm out of my element

[Pre-Chorus]
BYOB, bring your own booze
DIY bongs in the bathroom
She shotgun kissing the frat boy in the bathtub
He bad news

[Chorus]
I wanna get stupid, I wanna get dumb
Lose my inhibitions, dizzy from the drugs
I wanna get stupid, I wanna get dumb
Lose my inhibitions, but I don't trust no one
I don't trust no one

[Post-Chorus]
(I don't trust no one)
(I don't trust no one)

[Bridge]
I spy with my little eye
Look to my left, look to my right
Somebody sneaking by the sink
Puttin' anonymous into my drink
Yeah, I don't trust no one
Yeah, I don't trust no-

[Chorus]
I wanna get stupid, I wanna get dumb
Lose my inhibitions, dizzy from the drugs
I wanna get stupid, I wanna get dumb
(Dumb, dumb, dumb, dumb)
Lose my inhibitions, but I don't trust no one
I don't trust no one

[Post-Chorus]
(I don't trust no one)
D-d-d-d-d-dumb"
3017,4AqH4V7PEC5BTK29FVmXQd,Lines of the Broken,DROELOE,56,025njwSJ67gymZaZ7i3rHh,Lines of the Broken,2017-05-16,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.593,0.569,8,-7.071,1,0.164,0.208,0.00442,0.221,0.3,149.908,220800,"[Verse 1: CUT_]
Run and hide
You change your mind
I'm up all night
You got my blessings
Can't decide
What's wrong or right
Hold on tight
It's all I'm asking

[Pre-Chorus: CUT_]
Time ain't easy on us
We will never know
Where we'll end up
I will follow where you go

[Chorus: CUT_]
Didn't watch your step and you fell right in
Feeling like it's you who's been chosen
Only you can feed off your memories
Read it in the lines of the broken

[Drop: CUT_]
Read it in the lines of the broken
Read it in the lines of the broken
Read it in the lines of the broken
Read it in the lines of the broken

[Verse 2: CUT_]
You got on
A different ride
Another side
You got me guessing
Can you turn
Back to the light
Leave it behind
It's all I'm asking

[Pre-Chorus: CUT_]
I keep chasing your shadow
But I will never know
Where we'll end up
I will follow where you go

[Drop: CUT_]
Read it in the lines of the broken
Read it in the lines of the broken

[Chorus: CUT_]
Didn't watch your step and you fell right in
Feeling like it's you who's been chosen
Only you can feed off your memories
Read it in the lines of the broken

[Drop: CUT_]
Read it in the lines of the broken
Read it in the lines of the broken
Read it in the lines of the broken
Read it in the lines of the broken"
4095,6epvwUINain4iSHCTWA0sj,The Village,Wrabel,66,1tVsOrPK4fwQB6kN7jIZxy,The Village,2017-07-27,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.55,0.363,5,-7.326,1,0.0336,0.534,0.0,0.128,0.286,121.94,230293,"[Verse 1]
No, your mom don't get it
And your dad don't get it
Uncle John don't get it
And you can't tell grandma
'Cause her heart can't take it
And she might not make it
They say, ""Don't dare, don't you even go there
Cutting off your long hair
You do as you're told""
Tell you, ""Wake up, go put on your makeup
This is just a phase you're gonna outgrow""

[Chorus]
There's something wrong in the village
In the village, oh
They stare in the village
In the village, oh
There's nothing wrong with you
It's true, it's true
There's something wrong with the village
With the village
There's something wrong with the village

[Verse 2]
Feel the rumors follow you
From Monday all the way to Friday dinner
You got one day of shelter
Then it's Sunday hell to pay, you young lost sinner
Well I've been there, sitting in that same chair
Whispering that same prayer half a million times
It's a lie though, buried in disciples
One page of the Bible isn't worth a life

[Chorus]
There's something wrong in the village
In the village, oh
They stare in the village
In the village, oh
There's nothing wrong with you
It's true, it's true
There's something wrong with the village
With the village
Something wrong with the village

[Break]

[Chorus]
There's something wrong in the village
In the village, oh
They stare in the village
In the village, oh
There's nothing wrong with you
It's true, it's true
There's something wrong with the village
With the village
Something wrong with the village"
24469,7EgBkZlqWRwvjmyc115LLR,Don't Be Afraid - Sex You Down Some Mo' Version,Aaron Hall,36,16ugx2RULvA4s2HHVEqkDi,The Truth,1993-01-01,90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,0.507,0.709,9,-6.751,0,0.0484,0.133,0.0,0.447,0.36,135.813,271673,"[Interlude]
There's no need to be afraid, my baby
I'm as gentle as a kitten

[Verse 1]
Oh, baby, don't you be afraid
I promise I won't hurt you, no way, no way
[Ad lib] And, through the good times and the bad
(Been through the good times and the bad)
I said I will be right there (Hand in hand and side by side)
I'm always near (Yeah)
To catch your teardrops
From falling down your face
And shield your lovely body
Shield your lovely body from the cold
[Ad lib] Times when I am far away and I can't see the light of day
I know that we can make it if we only pray (To god)

[Chorus]
(Baby, don't be afraid)
Ain't no need, ain't no need, ain't no need
(Baby, don't be afraid)
Don't, baby, baby, baby
(Baby, don't be afraid)
Don't be afraid of me, baby

[Verse 2]
I want to hold you tight tonight
[Ad lib] And so, please, girl, listen to me, I love you, lady
No woman in this world can ever take your place
So, baby, baby, don't you
Baby, don't throw this relationship away

[Chorus]
(Baby, don't be afraid)
Ain't no need, ain't no need
(Baby, don't be afraid)
There's no need, there's no need to be afraid
(Baby, don't be afraid)
Don't you dare be afraid
(Baby, don't be afraid)
Yeah, yeah, yeah, yeah, baby

[Instrumental/Saxophone]
Play it Gerald, Gerald play it for me
It sounds real good
Yeah, yeah, yeah, yeah

[Outro/Ad lib]
Baby, take my love you need (Baby, take my love you need)
I'm scared as you'll ever be (I'm scared, baby)
Honey, just give me one more chance, don't be, don't be afraid
I know what I did was wrong (I know what I did was wrong)
I couldn't sleep all night long (I couldn't rest a week, baby)
Sweetheart, I love you
(I love you, I love you, I love you, baby)
Can't you see
Don't be afraid
Don't be afraid of me

Can't be without your love, baby (No way, baby)
One day without you would drive me crazy
(I was drown outta my mind)
All I think about is holding you all night long
(Holding you, holding you)
Don't be afraid, don't be afraid

You were sent from Heaven above (From heaven)
You bring to me, so much love (So much love, I can't stand it)
All I'm asking from you is don't be afraid
Don't be afraid of me
(Is don't, don't, don't ... Uh, little on me)

Baby, I love you, I'll never hurt you again
Oh, come back to me, never leave me
Oh, don't be afraid of me"
9519,7r8djM5aN8op9n6TOK7VXM,Город дорог,Basta,26,737darjROhTaRAuHYLHpUf,Баста+,2013,RUSSIAN Gangster Rap,0Jw0HckkxCfIrOvpN081eV,rap,gangster rap,0.683,0.807,8,-8.362,1,0.257,0.0504,0.0,0.211,0.734,168.03,268841,"[Текст песни «Город дорог» ft. Баста]

[Куплет 1: Птаха]
Тук-тук, тук-тук, колёса бьются об рельсы
Я в купе, за окном весна, уже апрель месяц
Мимо мелькают леса и поля
И вроде прошли эти мысли, что ты теперь не моя
И так далеко этот город, и я
От старых домов, переулков, потрёпанных псов
Что живут на стройке рядом
И чувство, будто кроме вас ничего не надо мне
И для меня награда: слышать голоса своих друзей
Смех, что экскурсия привела детей
Центр города, пробки, районы, пальцы ловкие
Стаи птиц вольных
Яркий город с хмурыми облаками
Здесь живу я, мои друзья и все, кто мне важен

[Припев: Баста & Guf]
Я посвящаю строки этому городу
Его центру, каждому метру
Я посвящаю строки белой дороге на городе дорог
Спасибо центру за это!
Я посвящаю строки этому городу
Его центру, каждому метру
Я посвящаю строки белой дороге на городе дорог
Спасибо центру за это!

[Куплет 2: Slim]
Куплю билет и улечу куда-то далеко
От своего дома, может быть, надолго
На самолёте поднимусь довольно высоко
Оставляя под крылом поле аэродрома
Мне улыбнётся стюардесса Аэрофлота
Ей хорошо по фигуре её синяя форма
Откинусь на сидение и закрою глаза
Я буду далеко через четыре часа
А как там без меня у пацанов под облаками?
Что суетят часами в округе центральном
По бульварам старым, не скучайте, парни
Я постараюсь, чтобы ненадолго, правда
Отзвонюсь по прилёту, сообщу погоду
И узнаю новости своего района
Ведь моя жизнь на том конце провода
С этими голосами до боли знакомыми
С раскладами ровными, с горящими окнами
В тонировке стёклами, на импортной резине
Мимо магазина на новой тачиле
Погромче включи пока стерео качает
Я заварю чаю, выйду на балкончик
В тапочках и шортах постою подольше
В тёплый вечерочек напишу пару строчек
О том, чем живут Slim, Птаха и Guf

[Припев: Баста & Guf]
Я посвящаю строки этому городу
Его центру, каждому метру
Я посвящаю строки белой дороге на городе дорог
Спасибо центру за это!
Я посвящаю строки этому городу
Его центру, каждому метру
Я посвящаю строки белой дороге на городе дорог
Спасибо центру за это!

[Куплет 3: Guf]
Странно, ни с того ни с сего парни посрывались вдруг
Один довольно высоко, у другого колёса тук-тук
Думают про подруг, думают про дружбу
А я тут: Садовое кольцо вокруг — вот, что мне нужно
Я здесь, как обычно — скромно
От Красной площади пешочком и до дома
После нормального движения в пять утра в воскресение
Мимо мавзолея, где дедушка Ленин
Мимо собора Блаженного Василия
Мимо стройки, где раньше была гостиница «Россия»
На Москворецкий мост, и я чувствую пятками
Как асфальт под ногами сменяет брусчатку
Меня обгоняют мигалки с номерами ЕКХ
Впереди «Балчуг», внизу Москва-река
Над головой ни облачка, в плеере «1000 слов»
Дома ждёт девочка, и это, походу, любовь

[Предприпев: Guf]
Я посвящаю строки этому городу
Точнее его центру, каждому метру
Я посвящаю строки этой белой дороге на городе дорог
Спасибо центру за это

[Припев: Баста & Guf]
Я посвящаю строки этому городу
Его центру, каждому метру
Я посвящаю строки белой дороге на городе дорог
Спасибо центру за это!
Я посвящаю строки этому городу
Его центру, каждому метру
Я посвящаю строки белой дороге на городе дорог
Спасибо центру за это!

[Аутро: Guf]
Где бы я не был, когда я поднимаю глаза к небу
Я знаю, мы идём с рэпом
И знаете, что? Меня всё так радует, правда
07, Москва, центр, так надо"
5851,1s3YrMvvEo4BADEelWfugR,Back to Life,Sofasound,57,3rmO5jHXsssj9JckejgCPZ,Back to Life,2019-06-24,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.409,0.34,4,-13.126,1,0.0783,0.82,0.856,0.13,0.405,80.363,135319,
31406,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,17,0VMGOBhLrC5Q2bfZnrocVN,Stay,2017-02-23,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013,210091,
16580,7sGUv00CPJhdgKp7TmjRdG,Starfields,Hallman,12,4DhKVJtLKZ2xsVGdOxxeqx,Starfields,2018-08-17,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.609,0.845,2,-5.766,1,0.034,0.19,0.0158,0.2,0.337,119.926,161774,"[Chorus]
You, you wake up
You, you, you will feel
You, you wake up
You, you, you will feel

[Build]
(You, you wake up)
(You, you, you will feel)
(You, you wake up)
(You, you, you will feel)

[Instrumental Drop]

[Chorus]
You, you wake up
You, you, you will feel
You, you wake up
You, you, you will feel

[Instrumental Break]

[Bridge]
(Will feel, you will feel)
(You will feel)
(You will feel)
(You will feel)

[Pre-Chorus]
(You, you wake up)
(You, you, you will feel)
(You, you wake up)
(You, you, you will feel)

[Chorus]
(You, you wake up)
(You, you, you will feel)
(You, you wake up)
(You, you, you will feel)

[Outro]
Wake up
(Will feel)
Wake up"
955,633nrOG7ExXrw3Dnj9DJ5U,Firefly,Olmos,31,695xOjSuIx6jmHC7rMXjlX,Firefly,2019-01-11,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.6,0.731,2,-4.254,1,0.0385,0.262,6.19e-06,0.162,0.328,106.903,204112,
7178,51UVuDbX8WqHyn2ga4dsyG,25 Lighters,DJ DMD,28,6oWfJzT76srvnuDUo8EZnw,"Forty Four: 3rd Coast Classics, Vol. 1",2004-05-27,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.808,0.728,1,-4.658,0,0.21,0.00307,0.0,0.413,0.672,167.889,287467,"[Intro: Fat Pat]
Love it, mane

[Chorus: Lil' Keke & DJ DMD]
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid

[Verse 1: DJ DMD]
I got twenty-five lighters for my twenty-five foes
'Bout to break the mic then break twenty-five mo'
'Bout to rip the track wit 'bout twenty-five flows
And I'm pimpin' like a mac wit' 'bout twenty-five hoes
Twenty-five five-carat diamonds in my ring
Twenty-five 12s in the trunk, got to bang
Make moves to make a quick twenty-five mill'
Come up so I can knock off big nine-nine Seville
'Bout to take me 'bout twenty-five yellowbones home
Do 'em bad and make 'em twenty-five phone home
Call daddy, tell him twenty-five got to go
DMD done put it down, twenty-five out the door
Hittin' the highway, doin' twenty-five shows
Twenty-five limos slammin' twenty-five doors
Representin' fo' those holdin' twenty-five screws in they deck
I'ma wreck and rip twenty-five crews quick

[Chorus: Lil' Keke & DJ DMD]
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid (Love it, man)
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid

[Verse 2: Lil Keke]
I jumps up early and I yawns and stretch
Another day, another dollar, 'nother case to catch
I take my time and realize that this game is real
I got my mind on foreign, but I'm swangin' marble grill
Gots to act real bad when I close red doors
I'm shootin' spiders off my rims 'cause I'm ridin' on fours
And niggas don't understand that we be drinkin' the norm
Never trust broads, they're frauds
On the 'vard is where I slang when I claim my name
Back in the game Herschelwood, Texas regained
It's the nine-eight and I'm jumpin in the mix
Rocks up on my wrists and got haters on my list
How ya like me now? 'Cause I'm real
Comin' down piece and chain four shiny grills
Gots to bring hat, where them boys at?
Fixin' to break the mic down, it's that Fat Pat

[Chorus: Lil' Keke & DJ DMD]
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid (Love it, man)
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid

[Verse 3: Fat Pat]
I'm so throwed in the game
Southside playas, screwed up click mayne
Wit the Botany set you can bet them smoove as a 'vette
Comin' through this motherfucker man, hold up it's lit
Some niggas catch me high like that
And some niggas act like they wanna pull a gat
But they betta watch out for the boy P-A-T
Ask them motherfuckin' haters can they handle me
'Cause I be so throwed in this game
Comin' down on the swang
Grip wood grain, on the shirt I leave a stain
'Cause you tryna jack a real true G
Comin' down the boulevard, can ya see me
Swang and I swang and I swang to the left
Pop my trunk and yep yep yep
Niggas betta see a nigga roll
Starched down and I'm rollin on 84s
It's the nigga F-A-T represent the clique
Right up in the bowl and a whole lotta shit
You betta look around 'cause they don't understand it
I'ma say, ""Hold up!"" and scream, ""God dammit!""
'Cause I'ma let the gat gone grip and gone take a trip
And if it's empty clip just throw it off the ship
'Cause it's a throwaway gat
It's that Fat Pat, where them haters at, where them haters at
Man love it man

[Chorus: Lil' Keke & DJ DMD]
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid (Love it, man)
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid (Love it, man)
Twenty-five lighters on my dresser, yessir
I gots to get paid
We've got twenty-five lighters on the dresser, yessir
Gots to get paid (Love it, man)

[Outro: DJ DMD]
That's how we do it, DMD, Keke, Fat Pat
Gs in PA, Gs in the city, Gs in the South so real
Gs in PA, Gs in the city, Gs in the South so real"
13712,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,81,30Perjew8HyGkdSmqguYyg,Blood Sugar Sex Magik (Deluxe Edition),1991-09-24,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,"[Verse 1]
Sometimes I feel like I don't have a partner
Sometimes I feel like my only friend
Is the city I live in, The City of Angels
Lonely as I am, together we cry

[Verse 2]
I drive on her streets 'cause she's my companion
I walk through her hills 'cause she knows who I am
She sees my good deeds and she kisses me windy
Well, I never worry, now that is a lie

[Chorus]
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way

[Post-Chorus]
Yeah, yeah, yeah

[Verse 3]
It's hard to believe that there's nobody out there
It's hard to believe that I'm all alone
At least I have her love, the city she loves me
Lonely as I am, together we cry

[Chorus]
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way

[Bridge]
Yeah, yeah, yeah
Oh, no, no, no, yeah, yeah
Love me, I say, yeah, yeah
(One time)

[Outro]
(Under the bridge downtown)
Is where I drew some blood
(Under the bridge downtown)
I could not get enough
(Under the bridge downtown)
Forgot about my love
(Under the bridge downtown)
I gave my life away, yeah
Yeah, yeah
(Away)
Oh, no, no no no, yeah yeah
(Away)
Oh no, I said, yeah yeah
(Away)
Where I'll stay"
25388,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,84,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,
1006,4Wbr1qIj5QtzYETxuXQrV7,Nomite - Passenger 10 Remix Edit,Horisone,20,2T7fgpdAnakJslWPTNfZJW,Raw,2019-03-08,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.693,0.805,8,-7.335,0,0.0507,0.00799,0.854,0.0669,0.0461,123.991,222581,
5364,2gSm4u0pOEqHFyBNormMVz,Stretch Your Eyes,Agnes Obel,43,3jTTLPuVcL6J9pgujnU1lS,Citizen of Glass,2016-10-21,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.589,0.306,8,-16.09,0,0.0303,0.761,0.72,0.146,0.535,141.923,311408,"[Verse 1]
The dark and the ghost
They dance so sweet and slow
Dug-out from below there
To damn the gods

[Verse 2]
A grip that will hold
So tight and close
Around my throat with
The weight of all our lives

[Chorus]
You could give to my heart
Thousand words or more
You could give to my heart
Thousand words or more

[Verse 3]
The drum you stroke
Damn that beat so old
In the ground it grows there
To damn the sun
(Oh, what will come to life)

[Verse 4]
The gates of gold
In your head you hold
A kingdom molten
May the gods be on your side

[Chorus]
You could give to my heart
Thousand words or more
You could give to my heart
Thousand words or more"
26310,2aZ7e1oWOjztKYRBJiAXHS,Hollywood,LemKuuja,0,461xM64rUjJEFBzZb881ex,CHEESECAKE+,2018-06-30,Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,0.754,0.723,11,-9.114,0,0.203,0.00174,0.117,0.632,0.529,110.026,259673,"[Intro]
Usually, I- I try to follow my music orgasms
And when I have a music orgasm, that's when I know I need to sample something
And I have a musical orgasm somewhere around here..."
9836,1EwmhTKFcQ9EZESRRDmOes,War in the East,Anonymuz,27,5ZLq9VElfp7XWvdBFrE1Rl,War in the East,2018-01-20,Rap Party 24/7 Radio / Gangsta Rap,4sGnz2x5tbHE2YlW1nemfb,rap,gangster rap,0.818,0.611,8,-5.424,1,0.307,0.537,0.0,0.222,0.317,120.084,96967,"[Intro]
Anon mother fucking Targaryen nigga, what the fuck cuz, what the fuck is up?
You already know what the fuck going on
You know what the fuck going on

[Verse]
Living like I'm never finna die (hold up)
Dying like I'm never finna live
Money, love, flows, goals and my soul to the devil what I'm never finna give I'm Geppetto with a stick
On the pedal of a whip
You could never get so why'd I'd ever settle for a bitch boy you got me fucked up
Cross me cuz and get your body crushed up
Stop me cuz or you should probably shut up (Yo shut the fuck up my nigga)
Sword of the morning I'm warning you step
War in the east and I tour in the west and I'm roaring and reaving performin' the set
Nigga want smoke cuz he seen I'm dope but them nigga's lost hope and they peep my scope, man down
Least I know we from that don't play nigga obey
I been running through your whole state like it's home base
You don't want it with that boy A-nigga-okay
It's a reason issa  A-bomb finna take off drop fire like it's napalm till the bass gone and they call this shit a closed case killa

[Outro: Playboi Carti]
Your hoe talk too much, I just wanna bust
Come over to fuck, hoe I'm like what's up
Money counting up, hoe can't count it up
I'm gonna spent these bucks, You gon' come to fuck
What, what
What, what
What, what
What, what
What, what
What, what
What, what
What, what"
